time,value
2024-04-19T16:22:00.211520327Z,25.799999237060547
2024-04-19T16:22:01.21237509Z,25.799999237060547
2024-04-19T16:22:02.212827694Z,25.799999237060547
2024-04-19T16:22:03.211541479Z,25.799999237060547
2024-04-19T16:22:04.210930041Z,25.799999237060547
2024-04-19T16:22:05.215352837Z,25.799999237060547
2024-04-19T16:22:06.218524747Z,25.799999237060547
2024-04-19T16:22:07.214496857Z,25.799999237060547
2024-04-19T16:22:08.21457442Z,25.799999237060547
2024-04-19T16:22:09.21766694Z,25.799999237060547
2024-04-19T16:22:10.219633085Z,25.799999237060547
2024-04-19T16:22:11.220227595Z,25.799999237060547
2024-04-19T16:22:12.220504411Z,25.799999237060547
2024-04-19T16:22:13.217551667Z,25.799999237060547
2024-04-19T16:22:14.217654388Z,25.799999237060547
2024-04-19T16:22:15.223608041Z,25.799999237060547
2024-04-19T16:22:16.221282852Z,25.799999237060547
2024-04-19T16:22:17.223973211Z,25.799999237060547
2024-04-19T16:22:18.220839927Z,25.799999237060547
2024-04-19T16:22:19.221709615Z,25.799999237060547
2024-04-19T16:22:20.223686931Z,25.799999237060547
2024-04-19T16:22:21.221726738Z,25.899999618530273
2024-04-19T16:22:22.222854234Z,25.899999618530273
2024-04-19T16:22:23.225457972Z,25.899999618530273
2024-04-19T16:22:24.229519376Z,25.899999618530273
2024-04-19T16:22:25.224235053Z,25.899999618530273
2024-04-19T16:22:26.222964023Z,25.899999618530273
2024-04-19T16:22:27.227120204Z,25.899999618530273
2024-04-19T16:22:28.228806699Z,25.899999618530273
2024-04-19T16:22:29.227396658Z,25.899999618530273
2024-04-19T16:22:30.229175462Z,25.899999618530273
2024-04-19T16:22:31.226901087Z,25.899999618530273
2024-04-19T16:22:32.23060698Z,25.899999618530273
2024-04-19T16:22:33.228677331Z,25.899999618530273
2024-04-19T16:22:34.231920664Z,25.899999618530273
2024-04-19T16:22:35.230822521Z,25.899999618530273
2024-04-19T16:22:36.23396188Z,25.899999618530273
2024-04-19T16:22:37.237899688Z,25.899999618530273
2024-04-19T16:22:38.244085226Z,25.899999618530273
2024-04-19T16:22:39.246101443Z,25.899999618530273
2024-04-19T16:22:40.239014534Z,25.899999618530273
2024-04-19T16:22:41.24269913Z,25.899999618530273
2024-04-19T16:22:42.244671356Z,25.899999618530273
2024-04-19T16:22:43.251006943Z,25.899999618530273
2024-04-19T16:22:44.251734661Z,25.899999618530273
2024-04-19T16:22:45.24354432Z,25.899999618530273
2024-04-19T16:22:46.243680263Z,25.899999618530273
2024-04-19T16:22:47.242860593Z,25.899999618530273
2024-04-19T16:22:48.253760888Z,25.899999618530273
2024-04-19T16:22:49.252248122Z,25.899999618530273
2024-04-19T16:22:50.250751889Z,25.899999618530273
2024-04-19T16:22:51.2526444Z,25.899999618530273
2024-04-19T16:22:52.246850961Z,25.899999618530273
2024-04-19T16:22:53.247621589Z,25.899999618530273
2024-04-19T16:22:54.247011725Z,25.899999618530273
2024-04-19T16:22:55.249664575Z,25.899999618530273
2024-04-19T16:22:56.24853645Z,25.899999618530273
2024-04-19T16:22:57.247372132Z,25.899999618530273
2024-04-19T16:22:58.246922652Z,25.899999618530273
2024-04-19T16:22:59.250829342Z,25.899999618530273
2024-04-19T16:23:00.249812665Z,25.899999618530273
2024-04-19T16:23:01.253075765Z,25.899999618530273
2024-04-19T16:23:02.253744929Z,25.899999618530273
2024-04-19T16:23:03.251755452Z,25.899999618530273
2024-04-19T16:23:04.253531151Z,25.899999618530273
